,Unnamed: 0,name,poem,num_poems,birth,death,epoch
129,129,Isaac Watts,v  c m the seasons of the year  with songs and honors sounding loud address the lord on high over the heavns he spreads his cloud and waters veil the sky  he sends his showers of blessing down to cheer the plains below he makes the grass the mountains crown and corn in valleys grow  he gives the grazing ox his meat he hears the ravens cry but man who tastes his finest wheat should raise his honors high  his steady counsels change the face of the declining year he bids the sun cut short his race and wintry days appear  his hoary frost his fleecy snow descend and clothe the ground the liquid streams forbear to flow in icy fetters bound  when from the dreadful stores on high he pours the rattling hail the wretch that dares this god defy shall find his courage fail  he sends his word and melts the snow the fields no longer mourn he calls the warmer gales to blow and bids the spring return  the changing wind the flying cloud obey his mighty word with songs and honors sounding loud praise ye the sovereign lord,458,1674,1748,1
130,130,Isaac Watts,courage and perseverance under persecution  ver     when pain and anguish seize me lord all my support is from thy word my soul dissolves for heaviness uphold me with thy strengthning grace  ver    the proud have framed their scoffs and lies they watch my feet with envious eyes and tempt my soul to snares and sin yet thy commands i neer decline  ver    they hate me lord without a cause they hate to see me love thy laws but i will trust and fear thy name till pride and malice die with shame ,458,1674,1748,1
131,131,Isaac Watts,prayer for quickening grace  ver    my soul lies cleaving to the dust lord give me life divine from vain desires and every lust turn off these eyes of mine  i need the influence of thy grace to speed me in thy way lest i should loiter in my race or turn my feet astray  ver    when sore afflictions press me down i need thy quickning powers thy word that i have rested on shall help my heaviest hours  ver    are not thy mercies sovereign still and thou a faithful god wilt thou not grant me warmer zeal to run the heavnly road  ver    does not my heart thy precepts love and long to see thy face and yet how slow my spirits move without enlivning grace  ver    then shall i love thy gospel more and neer forget thy word when i have felt its quickning power to draw me near the lord ,458,1674,1748,1
132,132,Isaac Watts,the greatness of god  my god my king thy various praise shall fill the remnant of my days thy grace employ my humble tongue till death and glory raise the song  the wings of every hour shall bear some thankful tribute to thine ear and every setting sun shall see new works of duty done for thee  thy truth and justice ill proclaim thy bounty flows an endless stream thy mercy swift thine anger slow but dreadful to the stubborn foe  thy works with sovereign glory shine and speak thy majesty divine let britain round her shores proclaim the sound and honor of thy name  let distant times and nations raise the long succession of thy praise and unborn ages make my song the joy and labor of their tongue  but who can speak thy wondrous deeds thy greatness all our thoughts exceeds vast and unsearchable thy ways vast and immortal be thy praise ,458,1674,1748,1
133,133,Isaac Watts,v  c m the greatness of god  long as i live ill bless thy name my king my god of love my work and joy shall be the same in the bright world above  great is the lord his power unknown and let his praise be great ill sing the honors of thy throne thy works of grace repeat  thy grace shall dwell upon my tongue and while my lips rejoice the men that hear my sacred song shall join their cheerful voice  fathers to sons shall teach thy name and children learn thy ways ages to come thy truth proclaim and nations sound thy praise  thy glorious deeds of ancient date shall through the world be known thine arm of power thy heavnly state with public splendor shown  the world is managed by thy hands thy saints are ruled by love and thine eternal kingdom stands though rocks and hills remove,458,1674,1748,1
134,134,Isaac Watts,vff  c m the goodness of god  sweet is the memory of thy grace my god my heavnly king let age to age thy righteousness in sounds of glory sing  god reigns on high but not confines his goodness to the skies through the whole earth his bounty shines and every want supplies  with longing eyes thy creatures wait on thee for daily food thy libral hand provides their meat and fills their mouths with good  how kind are thy compassions lord how slow thine anger moves but soon he sends his pardning word to cheer the souls he loves  creatures with all their endless race thy power and praise proclaim but saints that taste thy richer grace delight to bless thy name ,458,1674,1748,1
135,135,Isaac Watts,vff  c m mercy to sufferers or god hearing prayer  let every tongue thy goodness speak thou sovereign lord of all thy strengthning hands uphold the weak and raise the poor that fall  when sorrow bows the spirit down or virtue lies distressed beneath some proud oppressors frown thou givst the mourners rest  the lord supports our tottring days and guides our giddy youth holy and just are all his ways and all his words are truth  he knows the pains his servants feel he hears his children cry and their best wishes to fulfil his grace is ever nigh  his mercy never shall remove from men of heart sincere he saves the souls whose humble love is joined with holy fear  his stubborn foes his sword shall slay and pierce their hearts with pain but none that serve the lord shall say they sought his aid in vain  my lips shall dwell upon his praise and spread his fame abroad let all the sons of adam raise the honors of their god,458,1674,1748,1
136,136,Isaac Watts,complaint of heavy afflictions in mind and body  my righteous judge my gracious god hear when i spread my hands abroad and cry for succor from thy throne o make thy truth and mercy known  let judgment not against me pass behold thy servant pleads thy grace should justice call us to thy bar no man alive is guiltless there  look down in pity lord and see the mighty woes that burden me down to the dust my life is brought like one long buried and forgot  i dwell in darkness and unseen my heart is desolate within my thoughts in musing silence trace the ancient wonders of thy grace  thence i derive a glimpse of hope to bear my sinking spirits up i stretch my hands to god again and thirst like parched lands for rain  for thee i thirst i pray i mourn when will thy smiling face return shall all my joys on earth remove and god for ever hide his love  my god thy long delay to save will sink thy prisner to the grave my heart grows faint and dim mine eye make haste to help before i die  the night is witness to my tears distressing pains distressing fears o might i hear thy morning voice how would my wearied powers rejoice  in thee i trust to thee i sigh and lift my heavy soul on high for thee sit waiting all the day and wear the tiresome hours away  break off my fetters lord and show which is the path my feet should go if snares and foes beset the road i flee to hide me near my god  teach me to do thy holy will and lead me to thy heavnly hill let the good spirit of thy love conduct me to thy courts above  then shall my soul no more complain the tempter then shall rage in vain and flesh that was my foe before shall never vex my spirit more ,458,1674,1748,1
137,137,Isaac Watts,v  c m assistance and victory in the spiritual warfare  for ever blessed be the lord my savior and my shield he sends his spirit with his word to arm me for the field  when sin and hell their force unite he makes my soul his care instructs me to the heavnly fight and guards me through the war  a friend and helper so divine does my weak courage raise he makes the glorious victry mine and his shall be the praise,458,1674,1748,1
138,138,Isaac Watts,v  c m the vanity of man and condescension of god  lord what is man poor feeble man born of the earth at first his life a shadow light and vain still hasting to the dust  o what is feeble dying man or any of his race that god should make it his concern to visit him with grace  that god who darts his lightnings down who shakes the worlds above and mountains tremble at his frown how wondrous is his love,458,1674,1748,1
139,139,Isaac Watts,v  l m grace above riches or the happy nation  happy the city where their sons like pillars round a palace set and daughters bright as polished stones give strength and beauty to the state  happy the country where the sheep cattle and corn have large increase where men securely work or sleep nor sons of plunder break the peace  happy the nation thus endowed but more divinely blest are those on whom the allsufficient god himself with all his grace bestows,458,1674,1748,1
140,140,Isaac Watts,death of kindred improved  zech    must friends and kindred droop and die and helpers be withdrawn while sorrow with a weeping eye counts up our comforts gone  be thou our comfort mighty god our helper and our friend nor leave us in this dangerous road till all our trials end  o may our feet pursue the way our pious fathers led with love and holy zeal obey the counsels of the dead  let us be weaned from all below let hope our grief expel while death invites our souls to go where our best kindred dwell,458,1674,1748,1
141,141,Isaac Watts,the christian race  isa    awake our souls away our fears let every trembling thought begone awake and run the heavnly race and put a cheerful courage on  true tis a strait and thorny road and mortal spirits tire and faint but they forget the mighty god that feeds the strength of every saint  thee mighty god whose matchless power is ever new and ever young and firm endures while endless years their everlasting circles run  from thee the overflowing spring our souls shall drink a fresh supply while such as trust their native strength shall melt away and droop and die  swift as an eagle cuts the air well mount aloft to thine abode on wings of love our souls shall fly nor tire amidst the heavnly road,458,1674,1748,1
142,142,Isaac Watts,the works of moses and the lamb  rev    how strong thine arm is mighty god who would not fear thy name jesus how sweet thy graces are who would not love the lamb  he has done more than moses did our prophet and our king from bonds of hell he freed our souls and taught our lips to sing  in the red sea by moses hand th egyptian host was drowned but his own blood hides all our sins and guilt no more is found  when through the desert isrel went with manna they were fed our lord invites us to his flesh and calls it living bread  moses beheld the promised land yet never reached the place but christ shall bring his followers home to see his fathers face  then shall our love and joy be full and feel a warmer flame and sweeter voices tune the song of moses and the lamb ,458,1674,1748,1
143,143,Isaac Watts,submission to afflictive providences  job   naked as from the earth we came and crept to life at first we to the earth return again and mingle with our dust  the dear delights we here enjoy and fondly call our own are but short favors borrowed now to be repaid anon  tis god that lifts our comforts high or sinks them in the grave he gives and blessed be his name he takes but what he gave  peace all our angry passions then let each rebellious sigh be silent at his sovereign will and every murmur die  if smiling mercy crown our lives its praises shall be spread and well adore the justice too that strikes our comforts dead,458,1674,1748,1
144,144,Isaac Watts,v  s m an hosanna for the lords day or a new song of salvation by christ  see what a living stone the builders did refuse yet god hath built his church thereon in spite of envious jews  the scribe and angry priest reject thine only son yet on this rock shall zion rest as the chief cornerstone  the work o lord is thine and wondrous in our eyes this day declares it all divine this day did jesus rise  this is the glorious day that our redeemer made let us rejoice and sing and pray let all the church be glad  hosanna to the king of davids royal blood bless him ye saints he comes to bring salvation from your god  we bless thine holy word which all this grace displays and offer on thine altar lord our sacrifice of praise,458,1674,1748,1
145,145,Isaac Watts,praise to god from all nations  o all ye nations praise the lord each with a diffrent tongue in every language learn his word and let his name be sung  his mercy reigns through every land proclaim his grace abroad for ever firm his truth shall stand praise ye the faithful god,458,1674,1748,1
146,146,Isaac Watts,the true god our refuge or idolatry reproved  not to ourselves who are but dust not to ourselves is glory due eternal god thou only just thou only gracious wise and true  shine forth in all thy dreadful name why should a heathens haughty tongue insult us and to raise our shame say wheres the god youve served so long  the god we serve maintains his throne above the clouds beyond the skies through all the earth his will is done he knows our groans he hears our cries  but the vain idols they adore are senseless shapes of stone and wood at best a mass of glittring ore a silver saint or golden god  with eyes and ears they carve their head deaf are their ears their eyes are blind in vain are costly offrings made and vows are scattered in the wind  their feet were never made to move nor hands to save when mortals pray mortals that pay them fear or love seem to be blind and deaf as they  o isrel make the lord thy hope thy help thy refuge and thy rest the lord shall build thy ruins up and bless the people and the priest  the dead no more can speak thy praise they dwell in silence and the grave but we shall live to sing thy grace and tell the world thy power to save ,458,1674,1748,1
147,147,Isaac Watts,miracles attending israels journey  when isrel freed from pharaohs hand left the proud tyrant and his land the tribes with cheerful homage own their king and judah was his throne  across the deep their journey lay the deep divides to make them way jordan beheld their march and fled with backward current to his head  the mountains shook like frighted sheep like lambs the little hillocks leap not sinai on her base could stand conscious of sovereign power at hand  what power could make the deep divide make jordan backward roll his tide why did ye leap ye little hills and whence the fright that sinai feels  let every mountain every flood retire and know th approaching god the king of isrel see him here tremble thou earth adore and fear  he thunders and all nature mourns the rock to standing pools he turns flints spring with fountains at his word and fires and seas confess the lord ,458,1674,1748,1
148,148,Isaac Watts,vff  c m vows made in trouble paid in the church  what shall i render to my god for all his kindness shown my feet shall visit thine abode my songs address thy throne  among the saints that fill thine house my offrings shall be paid there shall my zeal perform the vows my soul in anguish made  how much is mercy thy delight thou everblessed god how dear thy servants in thy sight how precious is their blood  how happy all thy servants are how great thy grace to me my life which thou hast made thy care lord i devote to thee  now i am thine for ever thine nor shall my purpose move thy hand hath loosed my bonds of pain and bound me with thy love  here in thy courts i leave my vow and thy rich grace record witness ye saints who hear me now if i forsake the lord ,458,1674,1748,1
149,149,Isaac Watts,recovery from sickness  i love the lord he heard my cries and pitied every groan long as i live when troubles rise ill hasten to his throne  i love the lord he bowed his ear and chased my griefs away o let my heart no more despair while i have breath to pray  my flesh declined my spirits fell and i drew near the dead while inward pangs and fears of hell perplexed my wakeful head  my god i cried thy servant save thou ever good and just thy power can rescue from the grave thy power is all my trust  the lord beheld me sore distressed he bid my pains remove return my soul to god thy rest for thou hast known his love  my god hath saved my soul from death and dried my falling tears now to his praise ill spend my breath and my remaining years,458,1674,1748,1
150,150,Isaac Watts,the song of zacharias  lk ff john    now be the god of isrel blessed who makes his truth appear his mighty hand fulfils his word and all the oaths he sware  now he bedews old davids root with blessings from the skies he makes the branch of promise grow the promised horn arise  john was the prophet of the lord to go before his face the herald which our savior god sent to prepare his ways  he makes the great salvation known he speaks of pardoned sins while grace divine and heavnly love in its own glory shines  behold the lamb of god he cries that takes our guilt away i saw the spirit oer his head on his baptizing day  be every vale exalted high sink every mountain low the proud must stoop and humble souls shall his salvation know  the heathen realms with isrels land shall join in sweet accord and all thats born of man shall see the glory of the lord  behold the morning star arise ye that in darkness sit he marks the path that leads to peace and guides our doubtful feet ,458,1674,1748,1
151,151,Isaac Watts,christ exalted and multitudes converted or the success of the gospel  thus the eternal father spake to christ the son ascend and sit at my right hand till i shall make thy foes submissive at thy feet  from zion shall thy word proceed thy word the sceptre in thy hand shall make the hearts of rebels bleed and bow their wills to thy command  that day shall show thy power is great when saints shall flock with willing minds and sinners crowd thy temple gate where holiness in beauty shines  o blessed power o glorious day what a large victry shall ensue and converts who thy grace obey exceed the drops of morning dew ,458,1674,1748,1
152,152,Isaac Watts,proper tune the majesty and condescension of god  ye that delight to serve the lord the honors of his name record his sacred name for ever bless whereer the circling sun displays his rising beams or setting rays let lands and seas his power confess  not time nor natures narrow rounds can give his vast dominion bounds the heavns are far below his height let no created greatness dare with our eternal god compare armed with his uncreated might  he bows his glorious head to view what the bright hosts of angels do and bends his care to mortal things his sovereign hand exalts the poor he takes the needy from the door and makes them company for kings  when childless families despair he sends the blessing of an heir to rescue their expiring name the mother with a thankful voice proclaims his praises and her joys let every age advance his fame,458,1674,1748,1
153,153,Isaac Watts,the blessings of the liberal man  that man is blest who stands in awe of god and loves his sacred law his seed on earth shall be renowned his house the seat of wealth shall be an inexhausted treasury and with successive honors crowned  his libral favors he extends to some he gives to others lends a genrous pity fills his mind yet what his charity impairs he saves by prudence in affairs and thus hes just to all mankind  his hands while they his alms bestowed his glorys future harvest sowed the sweet remembrance of the just like a green root revives and bears a train of blessings for his heirs when dying nature sleeps in dust  beset with threatning dangers round unmoved shall he maintain his ground his conscience holds his courage up the soul thats filled with virtues light shines brightest in afflictions night and sees in darkness beams of hope  pause  ill tidings never can surprise his heart that fixed on god relies though waves and tempests roar around safe on the rock he sits and sees the shipwreck of his enemies and all their hope and glory drowned  the wicked shall his triumph see and gnash their teeth in agony to find their expectations crossed they and their envy pride and spite sink down to everlasting night and all their names in darkness lost ,458,1674,1748,1
154,154,Isaac Watts,comfort derived from ancient providences  how awful is thy chastning rod may thy own children say the great the wise the dreadful god how holy is his way   ill meditate his works of old the king that reigns above ill hear his ancient wonders told and learn to trust his love  long did the house of joseph lie with egypts yoke oppressed long he delayed to hear their cry or gave his people rest  the sons of good old jacob seemed abandoned to their foes but his almighty arm redeemed the nation that he chose  isrel his people and his sheep must follow where he calls he bade them venture through the deep and made the waves their walls  the waters saw thee mighty god the waters saw thee come backward they fled and frighted stood to make thine armies room  strange was thy journey through the sea thy footsteps lord unknown terrors attend the wondrous way that brings thy mercies down  thy voice with terror in the sound through clouds and darkness broke all heavn in lightning shone around and earth with thunder shook  thine arrows through the skies were hurled how glorious is the lord surprise and trembling seized the world and his own saints adored  he gave them water from the rock and safe by moses hand through a dry desert led his flock home to the promised land,458,1674,1748,1
155,155,Isaac Watts,providences of god recorded  let children hear the mighty deeds which god performed of old which in our younger years we saw and which our fathers told  he bids us make his glories known his works of power and grace and well convey his wonders down through every rising race  our lips shall tell them to our sons and they again to theirs that generations yet unborn may teach them to their heirs  thus shall they learn in god alone their hope securely stands that they may neer forget his works but practise his commands,458,1674,1748,1
156,156,Isaac Watts,afflicted saints happy and prosperous sinners cursed  now im convinced the lord is kind to men of heart sincere yet once my foolish thoughts repined and bordered on despair  i grieved to see the wicked thrive and spoke with angry breath how pleasant and profane they live how peaceful is their death  with wellfed flesh and haughty eyes they lay their fears to sleep against the heavns their slanders rise while saints in silence weep  in vain i lift my hands to pray and cleanse my heart in vain for i am chastened all the day the night renews my pain  yet while my tongue indulged complaints i felt my heart reprove sure i shall thus offend thy saints and grieve the men i love  but still i found my doubts too hard the conflict too severe till i retired to search thy word and learn thy secrets there  there as in some prophetic glass i saw the sinners feet high mounted on a slippry place beside a fiery pit  i heard the wretch profanely boast till at thy frown he fell his honors in a dream were lost and he awakes in hell  lord what an envious fool i was how like a thoughtless beast thus to suspect thy promised grace and think the wicked blest  yet i was kept from full despair upheld by power unknown that blessed hand that broke the snare shall guide me to thy throne ,458,1674,1748,1
157,157,Isaac Watts,v  c m god our portion here and hereafter  god my supporter and my hope my help for ever near thine arm of mercy held me up when sinking in despair  thy counsels lord shall guide my feet through this dark wilderness thine hand conduct me near thy seat to dwell before thy face  were i in heavn without my god twould be no joy to me and whilst this earth is my abode i long for none but thee  what if the springs of life were broke and flesh and heart should faint god is my souls eternal rock the strength of every saint  behold the sinners that remove far from thy presence die not all the idol gods they love can save them when they cry  but to draw near to thee my god shall be my sweet employ my tongue shall sound thy works abroad and tell the world my joy ,458,1674,1748,1
158,158,Isaac Watts,christs kingdom among the gentiles  jesus shall reign whereer the sun does his successive journeys run his kingdom stretch from shore to shore till moons shall wax and wane no more  behold the islands with their kings and europe her best tribute brings from north to south the princes meet to pay their homage at his feet  there persia glorious to behold there india shines in eastern gold and barbrous nations at his word submit and bow and own their lord  for him shall endless prayer be made and praises throng to crown his head his name like sweet perfume shall rise with every morning sacrifice  people and realms of every tongue dwell on his love with sweetest song and infant voices shall proclaim their early blessings on his name  blessings abound whereer he reigns the prisner leaps to lose his chains the weary find eternal rest and all the sons of want are blest  where he displays his healing power death and the curse are known no more in him the tribes of adam boast more blessings than their father lost  let every creature rise and bring peculiar honors to our king angels descend with songs again and earth repeat the long amen,458,1674,1748,1
159,159,Isaac Watts,v  l m the prosperity of sinners cursed  lord what a thoughtless wretch was i to mourn and murmur and repine to see the wicked placed on high in pride and robes of honor shine  but o their end their dreadful end thy sanctuary taught me so on slippry rocks i see them stand and fiery billows roll below  now let them boast how tall they rise ill never envy them again there they may stand with haughty eyes till they plunge deep in endless pain  their fancied joys how fast they flee just like a dream when man awakes their songs of softest harmony are but a preface to their plagues  now i esteem their mirth and wine too dear to purchase with my blood lord tis enough that thou art mine my life my portion and my god ,458,1674,1748,1
160,160,Isaac Watts,israel saved and the assyrians destroyed  in judah god of old was known his name in isrel great in salem stood his holy throne and zion was his seat  among the praises of his saints his dwelling there he chose there he received their just complaints against their haughty foes  from zion went his dreadful word and broke the threatning spear the bow the arrows and the sword and crushed th assyrian war  what are the earths wide kingdoms else but mighty hills of prey the hill on which jehovah dwells is glorious more than they  twas zions king that stopped the breath of captains and their bands the men of might slept fast in death and never found their hands  at thy rebuke o jacobs god both horse and chariot fell who knows the terrors of thy rod thy vengeance who can tell  what power can stand before thy sight when once thy wrath appears when heavn shines round with dreadful light the earth lies still and fears  when god in his own sovereign ways comes down to save th oppressed the wrath of man shall work his praise and hell restrain the rest  vow to the lord and tribute bring ye princes fear his frown his terror shakes the proudest king and cuts an army down  the thunder of his sharp rebuke our haughty foes shall feel for jacobs god hath not forsook but dwells in zion still,458,1674,1748,1
161,161,Isaac Watts,melancholy assaulting and hope prevailing  to god i cried with mournful voice i sought his gracious ear in the sad day when troubles rose and filled the night with fear  sad were my days and dark my nights my soul refused relief i thought on god the just and wise but thoughts increased my grief  still i complained and still oppressed my heart began to break my god thy wrath forbade my rest and kept my eyes awake  my overwhelming sorrows grew till i could speak no more then i within myself withdrew and called thy judgments oer  i called back years and ancient times when i beheld thy face my spirit searched for secret crimes that might withhold thy grace  i called thy mercies to my mind which i enjoyed before and will the lord no more be kind his face appear no more  will he for ever cast me off his promise ever fail has he forgot his tender love shall anger still prevail  but i forbid this hopeless thought this dark despairing frame remembring what thy hand hath wrought thy hand is still the same  ill think again of all thy ways and talk thy wonders oer thy wonders of recovering grace when flesh could hope no more  grace dwells with justice on the throne and men that love thy word have in thy sanctuary known the counsels of the lord,458,1674,1748,1
162,162,Isaac Watts,desire of knowledge or the teachings of the spirit with the word  ver    thy mercies fill the earth o lord how good thy works appear open mine eyes to read thy word and see thy wonders there  ver    my heart was fashioned by thy hand my service is thy due o make thy servant understand the duties he must do  ver    since im a stranger here below let not thy path be hid but mark the road my feet should go and be my constant guide  ver    when i confessed my wandring ways thou heardst my soul complain grant me the teachings of thy grace or i shall stray again  ver    if god to me his statutes show and heavnly truth impart his work for ever ill pursue his law shall rule my heart  ver    this was my comfort when i bore variety of grief it made me learn thy word the more and fly to that relief  ver    in vain the proud deride me now ill neer forget thy law nor let that blessed gospel go whence all my hopes i draw  ver    when i have learned my fathers will ill teach the world his ways my thankful lips inspired with zeal shall loud pronounce his praise ,458,1674,1748,1
163,163,Isaac Watts,power and government from god alone applied to the glorious revolution by king william or the happy accession of king george to the throne  to thee most holy and most high to thee we bring our thankful praise thy works declare thy name is nigh thy works of wonder and of grace  britain was doomed to be a slave her frame dissolved her fears were great when god a new supporter gave to bear the pillars of the state  he from thy hand received his crown and sware to rule by wholesome laws his foot shall tread th oppressor down his arm defend the righteous cause  let haughty sinners sink their pride nor lift so high their scornful head but lay their foolish thoughts aside and own the king that god hath made  such honors never come by chance nor do the winds promotion blow tis god the judge doth one advance tis god that lays another low  no vain pretence to royal birth shall fix a tyrant on the throne god the great sovereign of the earth will rise and make his justice known  his hand holds out the dreadful cup of vengeance mixed with various plagues to make the wicked drink them up wring out and taste the bitter dregs  now shall the lord exalt the just and while he tramples on the proud and lays their glory in the dust my lips shall sing his praise aloud ,458,1674,1748,1
164,164,Isaac Watts,love and hatred  phil  eph etc   now by the bowels of my god his sharp distress his sore complaints by his last groans his dying blood i charge my soul to love the saints  clamor and wrath and war begone envy and spite for ever cease let bitter words no more be known amongst the saints the sons of peace  the spirit like a peaceful dove flies from the realms of noise and strife why should we vex and grieve his love who seals our souls to heavnly life  tender and kind be all our thoughts through all our lives let mercy run so god forgives our numrous faults for the dear sake of christ his son,458,1674,1748,1
165,165,Isaac Watts,the son of god incarnate  isa    the lands that long in darkness lay now have beheld a heavnly light nations that sat in deaths cold shade are blessed with beams divinely bright  the virgins promised son is born behold th expected child appear what shall his names or titles be the wonderful the counsellor  this infant is the mighty god come to be suckled and adored th eternal father prince of peace the son of david and his lord  the government of earth and seas upon his shoulders shall be laid his wide dominions still increase and honors to his name be paid  jesus the holy child shall sit high on his father davids throne shall crush his foes beneath his feet and reign to ages yet unknown,458,1674,1748,1
166,166,Isaac Watts,the pharisee and publican  luke ff   saints at your heavnly fathers word give up your comforts to the lord behold how sinners disagree the publican and pharisee one doth his righteousness proclaim the other owns his guilt and shame  this man at humble distance stands and cries for grace with lifted hands that boldly rises near the throne and talks of duties he has done  the lord their diffrent language knows and diffrent answers he bestows the humble soul with grace he crowns whilst on the proud his anger frowns  dear father let me never be joined with the boasting pharisee i have no merits of my own but plead the suffrings of thy son,458,1674,1748,1
167,167,Isaac Watts,sincerity professed and grace tried or the heartsearching god  my god what inward grief i feel when impious men transgress thy will i mourn to hear their lips profane take thy tremendous name in vain  does not my soul detest and hate the sons of malice and deceit those that oppose thy laws and thee i count them enemies to me  lord search my soul try every thought though my own heart accuse me not of walking in a false disguise i beg the trial of thine eyes  doth secret mischief lurk within do i indulge some unknown sin o turn my feet wheneer i stray and lead me in thy perfect way ,458,1674,1748,1
168,168,Isaac Watts,the wonderful formation of man  twas from thy hand my god i came a work of such a curious frame in me thy fearful wonders shine and each proclaims thy skill divine  thine eyes did all my limbs survey which yet in dark confusion lay thou sawst the daily growth they took formed by the model of thy book  by thee my growing parts were named and what thy sovereign counsels framed the breathing lungs the beating heart was copied with unerring art  at last to show my makers name god stamped his image on my frame and in some unknown moment joined the finished members to the mind  there the young seeds of thought began and all the passions of the man great god our infant nature pays immortal tribute to thy praise  pause  lord since in my advancing age ive acted on lifes busy stage thy thoughts of love to me surmount the power of numbers to recount  i could survey the ocean oer and count each sand that makes the shore before my swiftest thoughts could trace the numrous wonders of thy grace  these on my heart are still impressed with these i give my eyes to rest and at my waking hour i find god and his love possess my mind ,458,1674,1748,1
169,169,Isaac Watts,the folly of persecutors  are sinners now so senseless grown that they the saints devour and never worship at thy throne nor fear thine awful power  great god appear to their surprise reveal thy dreadful name let them no more thy wrath despise nor turn our hope to shame  dost thou not dwell among the just and yet our foes deride that we should make thy name our trust great god confound their pride  o that the joyful day were come to finish our distress when god shall bring his children home our songs shall never cease ,458,1674,1748,1
170,170,Isaac Watts,by nature all men are sinners  fools in their heart believe and say that all religions vain there is no god that reigns on high or minds th affairs of men  from thoughts so dreadful and profane corrupt discourse proceeds and in their impious hands are found abominable deeds  the lord from his celestial throne looked down on things below to find the man that sought his grace or did his justice know  by nature all are gone astray their practice all the same theres none that fears his makers hand theres none that loves his name  their tongues are used to speak deceit their slanders never cease how swift to mischief are their feet nor know the paths of peace  such seeds of sin that bitter root in every heart are found nor can they bear diviner fruit till grace refine the ground ,458,1674,1748,1
171,171,Isaac Watts,gods wonders of creation providence redemption of israel and salvation of his people  give thanks to god the sovereign lord his mercies still endure and be the king of kings adored his truth is ever sure  what wonders hath his wisdom done how mighty is his hand heavn earth and sea he framed alone how wide is his command  the sun supplies the day with light how bright his counsels shine the moon and stars adorn the night his works are all divine  he struck the sons of egypt dead how dreadful is his rod and thence with joy his people led how gracious is our god  he cleft the swelling sea in two his arm is great in might and gave the tribes a passage through his power and grace unite  but pharaohs army there he drowned how glorious are his ways and brought his saints through desert ground eternal be his praise  great monarchs fell beneath his hand victorious is his sword while isrel took the promised land and faithful is his word  he saw the nations dead in sin he felt his pity move how sad the state the world was in how boundless was his love  he sent to save us from our woe his goodness never fails from death and hell and every foe and still his grace prevails  give thanks to god the heavnly king his mercies still endure let the whole earth his praises sing his truth is ever sure,458,1674,1748,1
172,172,Isaac Watts,v  l m the works of creation providence redemption of israel and destruction of enemies  great is the lord exalted high above all powers and every throne whateer he please in earth or sea or heavn or hell his hand hath done  at his command the vapors rise the lightnings flash the thunders roar he pours the rain he brings the wind and tempest from his airy store  twas he those dreadful tokens sent o egypt through thy stubborn land when all thy firstborn beasts and men fell dead by his avenging hand  what mighty nations mighty kings he slew and their whole country gave to isrel whom his hand redeemed no more to be proud pharaohs slave  his power the same the same his grace that saves us from the hosts of hell and heavn he gives us to possess whence those apostate angels fell ,458,1674,1748,1
173,173,Isaac Watts,the allseeing god  lord thou hast searched and seen me through thine eye commands with piercing view my rising and my resting hours my heart and flesh with all their powers  my thoughts before they are my own are to my god distinctly known he knows the words i mean to speak ere from my opning lips they break  within thy circling power i stand on every side i find thy hand awake asleep at home abroad i am surrounded still with god  amazing knowledge vast and great what large extent what lofty height my soul with all the powers i boast is in the boundless prospect lost  o may these thoughts possess my breast whereer i rove whereer i rest nor let my weaker passions dare consent to sin for god is there  pause i  could i so false so faithless prove to quit thy service and thy love where lord could i thy presence shun or from thy dreadful glory run  if up to heavn i take my flight tis there thou dwellst enthroned in light or dive to hell there vengeance reigns and satan groans beneath thy chains  if mounted on a morning ray i fly beyond the western sea thy swifter hand would first arrive and there arrest thy fugitive  or should i try to shun thy sight beneath the spreading veil of night one glance of thine one piercing ray would kindle darkness into day  o may these thoughts possess my breast whereer i rove whereer i rest nor let my weaker passions dare consent to sin for god is there  pause ii  the veil of night is no disguise no screen from thy allsearching eyes thy hand can seize thy foes as soon through midnight shades as blazing noon  midnight and noon in this agree great god theyre both alike to thee not death can hide what god will spy and hell lies naked to his eye  o may these thoughts possess my breast whereer i rove whereer i rest nor let my weaker passions dare consent to sin for god is there,458,1674,1748,1
174,174,Isaac Watts,gods wonders of creation providence redemption and salvation  give to our god immortal praise mercy and truth are all his ways wonders of grace to god belong repeat his mercies in your song  give to the lord of lords renown the king of kings with glory crown his mercies ever shall endure when lords and kings are known no more  he built the earth he spread the sky and fixed the starry lights on high wonders of grace to god belong repeat his mercies in your song  he fills the sun with morning light he bids the moon direct the night his mercies ever shall endure when suns and moons shall shine no more  the jews he freed from pharaohs hand and brought them to the promised land wonders of grace to god belong repeat his mercies in your song  he saw the gentiles dead in sin and felt his pity work within his mercies ever shall endure when death and sin shall reign no more  he sent his son with power to save from guilt and darkness and the grave wonders of grace to god belong repeat his mercies in your song  through this vain world he guides our feet and leads us to his heavnly seat his mercies ever shall endure when this vain world shall be no more,458,1674,1748,1
